ID,Edad,Ingresos,Monto_Inicial,Scoring_Crediticio,Meses_Empleo,Num_Creditos,Ratio_Interes,Duracion,Ratio_Deuda_Ingresos,Estudios,Posesion_Hipoteca,Personas_Cargo,Fiador,Impago,Prima,Tipo_Jornada_Laboral_Autónomo,Tipo_Jornada_Laboral_Desempleado,Tipo_Jornada_Laboral_Jornada completa,Tipo_Jornada_Laboral_Tiempo parcial,Estado_Civil_Casado,Estado_Civil_Divorciado,Estado_Civil_Soltero,Cluster_KMeans
Z1R9T8,61,69649,35454,569,376,2,11.19,12,0.5,1,0,0,0,0,369.36,1,0,0,0,1,0,0,1
A4JZRR,29,36406,23511,711,61,2,18.85,60,0.11,1,0,1,1,0,193.54,1,0,0,0,1,0,0,0
WBPOP1,37,26226,20092,635,145,4,13.22,36,0.28,0,0,1,0,0,247.16,0,1,0,0,1,0,0,0
AKS5YD,34,25024,7834,777,104,3,10.98,60,0.1,1,1,0,1,0,45.06,0,0,0,1,1,0,0,0
QXWK9B,27,22556,6135,569,29,2,15.8,60,0.1,1,0,0,1,1,64.44,1,0,0,0,1,0,0,0
S3BY52,36,73457,78776,636,95,4,13.53,48,0.25,3,1,0,0,0,800.0,0,1,0,0,1,0,0,1
7WRDW9,53,32474,7051,567,331,4,10.78,12,0.22,0,1,0,0,0,66.71,0,0,0,1,1,0,0,0
GR100G,68,56053,26379,730,455,4,24.75,12,0.43,1,1,1,1,0,336.28,0,0,1,0,0,1,0,1
F4AU5H,65,65053,33043,653,380,2,10.07,12,0.48,2,1,0,0,0,252.79,1,0,0,0,1,0,0,1
APN9QU,56,31649,12026,569,300,1,7.25,60,0.1,0,1,1,1,0,106.75,0,0,1,0,0,0,1,0
QRO672,34,38761,32141,837,77,4,21.09,24,0.37,3,0,1,1,1,312.08,1,0,0,0,1,0,0,1
MW1NY7,69,50997,9449,473,539,4,21.34,36,0.1,0,0,0,0,0,152.01,0,0,1,0,1,0,0,0
BBGG98,18,22985,6244,576,0,4,10.74,60,0.1,1,1,1,1,0,96.87,0,0,0,1,0,0,1,0
NTYJO0,24,36766,8256,695,0,1,3.51,60,0.1,2,1,1,1,0,55.45,0,0,1,0,0,0,1,0
VWP0WW,29,53731,16933,358,24,4,6.41,60,0.1,3,1,0,0,0,253.32,0,0,0,1,1,0,0,0
WSPHVZ,60,44642,48006,780,397,1,14.28,12,0.55,1,1,0,0,0,313.43,0,1,0,0,1,0,0,1
DYKC4Z,63,47199,22253,665,456,1,2.93,48,0.12,0,0,1,1,0,103.42,0,0,0,1,1,0,0,0
2VSG8A,31,50157,24842,786,50,4,8.43,48,0.11,3,1,1,0,1,177.24,1,0,0,0,1,0,0,0
TIP41V,63,66955,21509,371,380,3,22.31,48,0.1,1,1,0,0,0,408.95,0,0,0,1,1,0,0,0
3O1IWS,33,42959,36808,554,139,2,16.22,48,0.24,1,1,1,0,0,611.35,0,0,1,0,1,0,0,1
D9V8WZ,27,54408,58698,825,9,3,5.43,24,0.46,3,0,0,1,0,318.19,0,0,0,1,0,0,1,1
YDH29B,27,31533,14312,513,110,2,5.22,60,0.1,0,0,0,0,0,125.9,0,0,0,1,0,0,1,0
QC7Z9T,59,73324,60057,662,327,3,20.32,60,0.14,2,1,0,0,0,770.54,1,0,0,0,1,0,0,1
RC4T6N,58,111157,80000,829,343,2,2.2,24,0.39,3,1,0,0,0,386.0,0,1,0,0,1,0,0,1
793TSZ,51,41851,24748,787,219,1,12.15,36,0.22,1,0,0,0,0,122.16,0,0,0,1,0,1,0,1
M7ZVE9,54,28945,16901,773,314,2,12.41,12,0.55,0,1,0,0,0,115.3,0,0,0,1,1,0,0,1
WFLTPG,37,33201,23723,749,211,1,8.74,24,0.32,0,1,0,0,0,129.44,0,1,0,0,1,0,0,1
F0LK49,23,19143,15278,709,18,3,15.87,48,0.22,1,0,1,1,0,141.87,0,0,1,0,1,0,0,0
WA43A4,69,50678,20739,470,421,4,21.0,48,0.1,1,0,1,1,0,424.24,1,0,0,0,1,0,0,0
3MEN3D,42,30606,36014,795,167,2,15.96,36,0.42,0,1,1,0,0,295.92,0,0,1,0,1,0,0,1
EAYV57,67,38736,16867,620,414,1,3.9,48,0.11,0,1,0,0,0,102.41,0,0,0,1,1,0,0,0
0945FC,35,73828,48067,502,64,4,17.8,36,0.21,3,1,1,0,0,800.0,0,1,0,0,0,0,1,1
14T5M6,64,29634,6320,654,339,2,17.91,24,0.1,0,0,0,0,0,40.9,1,0,0,0,1,0,0,0
B6ML33,59,38087,5000,303,332,4,10.38,24,0.1,1,1,1,1,0,69.7,0,0,1,0,0,1,0,0
9AM7HW,40,35919,23387,764,163,3,5.91,36,0.23,1,1,0,1,0,114.89,0,0,1,0,0,0,1,1
15PCNI,42,28510,14900,529,217,2,22.07,60,0.1,0,1,1,1,0,277.14,0,0,1,0,1,0,0,0
6LI52L,56,70511,36632,520,358,1,23.18,36,0.16,1,1,1,0,0,547.31,0,1,0,0,1,0,0,1
IQ21TZ,43,36149,12139,454,206,3,8.95,60,0.1,1,0,1,0,0,169.65,0,1,0,0,1,0,0,0
N6S73N,29,28834,17776,452,62,4,9.73,60,0.11,1,1,1,1,0,324.26,0,0,1,0,1,0,0,0
NRRMLN,42,36277,21578,356,237,1,21.52,24,0.27,0,1,1,1,0,308.7,0,0,0,1,1,0,0,0
1HFYI2,62,64205,28461,607,368,1,20.06,60,0.1,1,1,1,0,0,368.92,0,0,0,1,1,0,0,0
2KS93A,28,46074,34010,817,24,3,9.61,48,0.18,2,0,0,1,0,168.35,0,1,0,0,0,0,1,1
VW9OGS,68,40190,24485,592,432,2,12.45,48,0.14,0,1,1,1,0,291.44,0,0,0,1,0,1,0,0
B7CSGO,42,39877,24323,559,173,2,19.14,60,0.13,1,1,0,1,0,365.37,0,1,0,0,0,0,1,0
HLM5QH,35,40028,18900,454,115,3,15.42,36,0.17,2,0,0,0,1,243.96,0,0,1,0,1,0,0,0
B1JN31,38,33868,17283,557,193,2,13.34,60,0.11,0,0,0,1,0,177.39,0,0,1,0,1,0,0,0
2ZSOP7,34,29644,8625,616,116,1,18.4,24,0.16,2,1,1,0,0,81.18,1,0,0,0,0,0,1,0
QQCXNE,29,29455,7271,477,115,3,17.22,24,0.13,0,0,0,0,0,90.32,0,1,0,0,1,0,0,0
RILR6F,62,45473,59415,785,359,2,19.23,36,0.45,1,0,0,0,0,484.97,1,0,0,0,0,1,0,1
8LLLKO,55,91341,36769,331,296,2,2.51,48,0.1,2,0,0,1,0,323.82,0,1,0,0,1,0,0,0
NJY1MA,29,32058,5363,386,85,3,15.21,48,0.1,1,1,0,1,0,81.96,0,0,0,1,1,0,0,0
TKPE4F,33,53089,36052,715,78,1,16.04,12,0.55,2,0,0,1,0,282.75,0,0,0,1,1,0,0,1
QIMTZF,32,31410,21910,828,101,1,2.8,24,0.36,1,1,0,0,0,84.87,0,1,0,0,1,0,0,1
F3R7KD,27,43904,29205,631,18,4,24.93,36,0.22,2,0,0,1,0,410.08,0,0,1,0,0,0,1,1
ZS8XCE,38,29717,10572,311,205,2,10.46,48,0.1,0,0,0,0,0,96.64,1,0,0,0,0,0,1,0
4PA5ZG,64,41020,17734,547,483,3,15.56,36,0.15,0,0,1,1,0,235.57,0,0,1,0,1,0,0,0
0868KX,35,35790,47971,842,112,1,7.39,60,0.25,1,1,1,0,0,246.07,0,0,0,1,1,0,0,1
4YX78X,62,30807,16705,685,387,3,23.51,48,0.15,0,0,1,0,0,171.13,0,1,0,0,1,0,0,0
WXZT4N,30,24821,5588,504,104,3,2.84,24,0.12,1,1,0,0,0,49.34,1,0,0,0,1,0,0,0
HVOR53,65,43350,10242,319,435,3,8.38,12,0.23,1,1,1,1,0,125.73,1,0,0,0,1,0,0,0
64AT9V,28,29493,7504,438,55,1,21.57,36,0.1,1,1,0,1,1,93.46,1,0,0,0,0,0,1,0
4KJO7N,28,49829,19222,511,45,4,19.14,12,0.41,2,1,1,1,0,504.37,0,0,1,0,1,0,0,1
A0UGS7,25,30414,20338,771,41,1,7.44,36,0.22,1,0,0,1,0,67.69,0,1,0,0,0,0,1,0
12VOCB,30,47230,18023,534,45,1,8.9,36,0.12,2,1,1,1,0,187.24,1,0,0,0,1,0,0,0
H0VWLQ,60,37837,12128,442,370,1,24.88,24,0.16,0,0,1,0,0,136.69,0,0,1,0,0,1,0,0
XASTOL,56,71812,22594,805,243,3,6.06,60,0.1,3,0,0,0,0,108.71,0,0,1,0,1,0,0,0
B0UCO4,28,39181,7949,407,62,2,16.34,12,0.23,1,0,1,1,0,101.63,1,0,0,0,0,0,1,0
U4P6MQ,39,34406,6047,322,169,1,15.21,36,0.1,0,0,0,1,0,57.63,0,0,0,1,0,1,0,0
JJ8PBT,47,87483,64583,575,245,3,16.44,12,0.55,2,1,0,0,0,800.0,0,0,1,0,1,0,0,1
9M9HHX,64,34112,12991,667,461,1,3.34,24,0.21,0,0,1,1,0,62.36,0,1,0,0,0,1,0,0
PKN88T,56,39625,13202,796,373,1,2.3,60,0.1,1,1,1,0,0,62.01,0,0,1,0,0,1,0,0
F4ZQ94,33,51559,26655,354,48,2,19.48,36,0.16,3,0,0,1,1,354.63,0,0,0,1,1,0,0,0
O667BU,43,51180,21317,550,209,4,6.38,60,0.1,1,0,1,0,0,239.59,0,0,0,1,1,0,0,0
JITDL0,46,53443,59463,756,240,2,10.79,24,0.48,1,0,0,1,0,315.3,0,0,1,0,0,1,0,1
JSL91H,57,24468,14800,708,345,1,4.43,48,0.14,0,0,1,0,0,61.39,0,1,0,0,1,0,0,0
1RRBHQ,27,40092,11135,616,39,1,9.36,48,0.1,1,1,0,1,0,80.61,1,0,0,0,0,0,1,0
ZR855H,58,29215,20617,708,362,2,14.88,24,0.35,0,0,1,1,0,143.57,1,0,0,0,1,0,0,1
2YLAPL,35,33008,15504,481,147,2,19.21,36,0.14,0,1,1,0,0,233.72,0,0,1,0,1,0,0,0
LV8YOQ,27,41959,9142,376,38,3,5.18,12,0.23,2,0,0,0,0,75.64,0,1,0,0,0,0,1,0
4Q2AJA,49,78071,38031,603,200,1,17.56,60,0.11,2,0,0,0,0,398.27,1,0,0,0,1,0,0,1
OCOQST,39,38138,24246,658,171,2,16.66,60,0.14,1,0,0,0,0,226.21,0,1,0,0,1,0,0,0
6KDUR9,34,51080,24130,493,89,1,6.35,24,0.22,2,0,1,0,0,199.93,0,0,1,0,0,1,0,1
0VQ6MZ,27,33599,25678,754,41,4,9.19,24,0.38,1,1,1,1,0,191.38,0,0,1,0,0,0,1,1
DLEQ3R,39,49965,17079,568,181,3,7.18,24,0.19,1,1,0,0,0,128.29,1,0,0,0,0,0,1,0
AZR7WB,59,52694,16958,333,329,2,23.52,12,0.31,1,0,0,1,0,227.29,0,0,1,0,1,0,0,1
XPJJQO,48,36921,9655,325,201,1,24.53,24,0.13,1,0,1,0,1,114.97,0,1,0,0,1,0,0,0
80ITYQ,43,58800,49256,708,201,2,19.4,24,0.37,2,0,0,0,0,407.49,0,1,0,0,1,0,0,1
5UYLGA,38,42330,18131,467,173,4,8.08,24,0.21,1,1,1,0,0,285.48,0,1,0,0,0,1,0,0
ZTBUMP,29,49172,25011,663,9,1,15.91,12,0.47,3,0,1,1,0,198.97,0,0,1,0,1,0,0,1
ZA4DVZ,19,16000,5000,798,22,2,5.3,48,0.1,0,1,1,1,0,21.63,0,1,0,0,1,0,0,0
37665D,45,35980,28069,639,258,1,7.73,60,0.16,0,0,0,0,1,155.55,0,0,0,1,1,0,0,0
T9D53E,36,80848,21387,310,126,2,21.17,24,0.15,2,1,1,0,0,333.42,0,0,0,1,1,0,0,0
JSX9FH,36,32072,17972,678,171,4,21.75,12,0.55,0,0,1,1,0,249.34,0,0,0,1,1,0,0,1
SHR9S1,45,48067,25806,544,203,2,8.55,12,0.55,1,1,0,0,0,369.6,0,0,1,0,1,0,0,1
YLF4YJ,24,16000,5008,732,46,2,6.92,36,0.11,0,1,1,1,1,22.72,0,1,0,0,0,0,1,0
PDHCBZ,33,70547,59334,799,45,4,22.32,60,0.18,3,1,0,0,0,609.66,0,1,0,0,0,0,1,1
FUXI0Y,51,46203,6592,440,220,2,15.11,60,0.1,1,0,0,1,0,89.52,0,0,1,0,0,1,0,0
XC4ZX5,57,38893,33993,831,436,1,22.46,48,0.2,0,1,1,1,0,249.69,0,1,0,0,0,1,0,1
Z2IS73,24,22056,5000,607,23,4,5.49,60,0.1,1,0,1,1,0,50.08,1,0,0,0,0,0,1,0
73Q6IA,54,56015,26059,735,268,2,9.02,48,0.1,1,0,1,1,0,146.15,1,0,0,0,1,0,0,0
MP2TDT,51,41661,20057,311,278,3,16.32,12,0.42,1,1,1,1,0,448.19,0,0,0,1,0,0,1,1
DP2DTW,32,64466,44639,841,56,3,7.55,60,0.13,3,0,1,1,0,233.63,1,0,0,0,0,1,0,1
QUC79X,19,16947,5000,513,17,2,19.25,48,0.1,0,0,1,1,0,75.13,0,0,1,0,0,0,1,0
STM86X,49,40347,9384,346,308,3,23.42,60,0.1,0,0,1,0,0,174.64,1,0,0,0,1,0,0,0
KUTKIJ,21,20848,7577,848,0,3,20.3,48,0.1,1,0,0,1,0,51.43,0,0,0,1,0,0,1,0
4WU7YJ,66,52616,17815,549,365,3,4.35,48,0.1,1,1,0,1,0,200.42,0,0,0,1,1,0,0,0
1ULY3C,20,16000,5000,785,9,1,8.01,48,0.1,0,0,0,1,0,17.65,0,0,1,0,0,0,1,0
G4TXIX,55,39412,18653,762,386,4,2.13,12,0.41,0,0,1,0,0,93.78,1,0,0,0,0,1,0,1
VETG4T,57,78295,12203,436,264,2,21.5,24,0.1,2,0,0,1,1,149.59,0,1,0,0,0,1,0,0
C1HBLK,39,61230,23341,374,143,1,7.54,48,0.1,2,0,0,1,0,184.97,1,0,0,0,1,0,0,0
OCPAVW,40,55409,31082,596,150,4,16.65,48,0.13,2,1,1,1,0,620.85,0,1,0,0,1,0,0,0
SI4PVG,50,45256,25961,659,284,2,5.74,60,0.13,1,1,1,1,0,182.43,0,1,0,0,1,0,0,0
GOJWPZ,19,16000,5000,418,17,2,9.14,48,0.1,0,0,1,0,0,55.17,0,0,1,0,0,0,1,0
65WSHU,61,59158,28365,735,356,4,19.97,36,0.18,1,1,0,0,0,277.12,0,1,0,0,1,0,0,1
TPM2LF,23,19674,5000,778,18,4,23.67,12,0.24,1,0,0,1,1,33.29,0,0,0,1,0,0,1,0
2M50BR,50,73319,62119,791,271,2,13.02,48,0.24,2,1,1,0,0,478.48,1,0,0,0,1,0,0,1
6LY846,49,27561,24422,575,265,2,20.9,12,0.55,0,0,1,0,0,361.59,0,0,1,0,0,1,0,1
ADDOKR,20,16801,5000,585,0,1,6.89,36,0.1,1,0,1,1,0,32.97,0,0,0,1,0,0,1,0
DHLB72,35,30322,19009,706,124,3,7.55,12,0.55,0,1,0,0,0,122.2,1,0,0,0,1,0,0,1
9F4I2N,23,21310,6668,683,0,1,18.56,24,0.15,1,1,1,1,0,51.3,0,1,0,0,0,0,1,0
P0AM8N,41,37649,38251,717,139,3,16.47,24,0.47,1,1,0,0,0,445.85,1,0,0,0,1,0,0,1
CDVR75,32,82423,41488,542,52,3,9.87,60,0.11,3,1,1,0,1,727.41,1,0,0,0,1,0,0,1
4WZJK9,45,63527,51093,689,224,3,6.2,12,0.55,2,1,1,1,0,488.51,0,1,0,0,1,0,0,1
S3UDCJ,48,65302,37049,516,283,3,18.91,12,0.5,2,1,1,1,0,800.0,0,0,0,1,1,0,0,1
ZR08TP,31,45145,11553,307,50,3,10.36,12,0.29,3,1,1,1,0,147.15,0,1,0,0,1,0,0,0
CBDV8F,64,55245,41652,811,411,1,2.07,12,0.55,1,0,1,1,0,186.75,0,1,0,0,0,0,1,1
XR3JTE,45,48935,9626,311,206,3,8.07,36,0.1,1,1,0,0,1,112.89,1,0,0,0,0,0,1,0
N2XOVP,34,28584,17058,480,168,2,10.93,60,0.1,0,0,1,0,0,195.15,0,0,0,1,1,0,0,0
RW8YY8,63,96715,50661,614,418,3,10.43,48,0.15,3,0,1,1,0,482.74,0,1,0,0,0,1,0,1
KUW2P9,65,54562,17432,347,482,3,15.0,24,0.18,0,1,0,0,0,228.08,1,0,0,0,1,0,0,0
03OPL7,68,33395,8681,409,489,3,4.07,12,0.26,0,0,1,0,0,72.38,0,1,0,0,1,0,0,0
1V43J1,27,33596,31031,689,16,3,14.78,36,0.31,2,0,1,1,0,349.48,1,0,0,0,0,0,1,1
O7XWLL,26,29879,9342,335,24,4,7.78,24,0.17,2,0,0,1,0,87.68,0,0,1,0,0,0,1,0
G6W1TQ,50,85416,27981,843,209,3,16.95,36,0.11,3,0,1,0,0,200.13,1,0,0,0,1,0,0,1
6YHB7V,21,19769,5000,577,20,1,5.14,24,0.14,0,0,0,0,1,24.46,0,0,1,0,0,0,1,0
JQCRWP,36,29797,30735,735,157,2,12.46,36,0.35,0,0,0,0,1,212.35,0,0,1,0,1,0,0,1
4WY2W2,41,51757,35533,652,162,1,2.12,12,0.55,1,0,0,0,1,197.85,0,1,0,0,1,0,0,1
HC2J7T,39,50501,21226,829,138,1,24.66,36,0.14,2,0,0,1,0,104.79,0,1,0,0,0,0,1,0
IZAAXF,31,57739,57439,589,74,3,10.75,48,0.27,2,0,0,1,1,635.28,0,0,1,0,1,0,0,1
9JAJ3Y,31,34785,19220,658,73,4,17.53,12,0.51,1,1,0,1,0,290.0,1,0,0,0,1,0,0,1
XJQ4OX,64,27524,13276,674,450,2,21.77,60,0.1,0,0,0,0,0,116.03,0,0,1,0,1,0,0,0
T5PD4S,60,65141,18443,450,351,4,22.98,36,0.1,1,0,0,0,0,318.79,1,0,0,0,0,1,0,0
KCM89J,64,34228,15632,447,464,1,7.52,60,0.1,0,1,0,1,0,154.09,0,0,1,0,1,0,0,0
CDTFIB,32,46732,15921,414,52,2,4.53,36,0.13,3,0,0,1,0,129.37,0,1,0,0,1,0,0,0
UAYFNC,33,35953,10538,667,119,1,19.77,12,0.29,1,0,1,0,0,69.69,0,0,1,0,1,0,0,1
99TO8Y,41,47478,39046,707,197,2,8.15,36,0.25,1,1,1,1,0,260.03,1,0,0,0,1,0,0,1
A8UQ7J,63,46856,18877,823,357,2,7.98,12,0.41,1,0,1,1,0,80.54,1,0,0,0,1,0,0,1
VPTFDC,32,42404,16841,753,53,3,14.5,60,0.1,3,1,1,1,0,142.63,0,0,1,0,0,0,1,0
J04BE0,50,26524,5000,604,317,3,15.59,36,0.1,0,1,0,1,0,47.0,0,1,0,0,0,0,1,0
O69OSD,32,41736,24542,687,101,2,19.04,12,0.55,1,1,0,1,0,285.39,0,0,1,0,1,0,0,1
6NE1H8,56,51290,9703,348,298,1,4.89,24,0.1,1,1,0,0,0,71.59,0,1,0,0,1,0,0,0
F9QVUO,44,29065,10814,540,252,4,14.09,12,0.39,0,1,0,0,0,171.02,0,0,0,1,1,0,0,1
19103I,35,76725,76090,618,109,2,20.29,24,0.47,2,1,1,1,0,800.0,0,1,0,0,1,0,0,1
TV0COG,55,26879,16948,839,337,3,20.0,36,0.18,0,1,1,1,0,120.79,0,0,0,1,1,0,0,0
G7HUMM,23,28625,5000,394,20,2,14.43,24,0.1,1,1,0,0,0,58.8,0,1,0,0,0,0,1,0
BL27FD,23,20134,5000,376,58,3,3.19,48,0.1,0,0,1,1,0,49.74,0,1,0,0,0,0,1,0
HT12HV,25,25876,17585,463,77,2,20.02,36,0.23,0,1,0,0,0,281.07,0,0,0,1,1,0,0,0
2YHCKX,69,54249,22516,473,486,1,3.54,12,0.47,0,0,1,1,0,187.93,0,0,1,0,0,1,0,1
9TKJNO,39,56375,38082,629,112,3,6.49,60,0.15,3,1,0,0,0,360.54,0,0,0,1,0,0,1,0
VMN21Y,69,57161,20229,460,416,2,2.41,36,0.13,1,0,0,0,0,159.81,1,0,0,0,1,0,0,0
FYFWGZ,61,38770,18320,551,459,2,23.33,60,0.1,0,0,1,1,0,246.05,1,0,0,0,0,1,0,0
PM5DZ3,44,26200,17197,495,207,3,12.87,60,0.11,0,1,0,1,0,293.53,0,0,1,0,0,1,0,0
4U6NPO,40,58654,24487,626,141,2,4.66,24,0.21,2,0,1,0,0,164.13,1,0,0,0,0,1,0,1
IIN248,38,34333,7415,742,212,2,20.43,48,0.1,0,0,1,0,0,53.27,0,0,0,1,1,0,0,0
2JG4E4,27,37833,12984,804,31,2,19.26,48,0.1,2,0,1,1,1,83.27,0,0,0,1,1,0,0,0
KE7SD7,46,44037,18563,573,302,1,13.24,60,0.1,0,0,1,1,0,188.03,1,0,0,0,0,1,0,0
1PC3SX,51,49191,15750,495,241,2,24.24,48,0.1,1,1,0,0,0,253.93,0,0,0,1,1,0,0,0
CJWTMQ,63,46418,11649,697,406,4,21.62,24,0.13,1,1,0,1,0,121.09,0,0,1,0,0,1,0,0
SYO7YL,43,30256,31965,791,247,4,5.01,60,0.18,0,1,1,0,0,200.23,0,0,0,1,1,0,0,0
Q4413U,36,31373,44474,765,180,3,5.13,24,0.55,0,1,1,0,0,316.14,0,1,0,0,0,1,0,1
NKM0WM,58,30435,19270,797,439,4,11.37,60,0.12,0,0,1,0,0,125.39,0,0,1,0,0,1,0,0
F541TT,58,25803,8166,439,353,2,19.85,36,0.11,0,0,1,0,0,107.55,0,1,0,0,0,1,0,0
7TEJ9Y,38,44258,24564,460,148,3,13.91,48,0.13,1,0,0,0,0,342.86,1,0,0,0,1,0,0,0
2L6Y2U,60,56057,11315,500,369,1,17.51,24,0.11,1,0,1,1,0,133.03,1,0,0,0,0,1,0,0
2HIA3R,28,24333,11077,370,50,3,14.17,60,0.1,1,1,0,1,0,184.99,0,0,0,1,1,0,0,0
YA12HU,47,44945,60760,799,224,3,9.18,36,0.4,1,1,0,1,0,465.11,0,0,0,1,1,0,0,1
7DM0NT,59,42354,16244,687,308,2,15.36,24,0.21,1,1,0,0,0,133.11,0,0,0,1,1,0,0,0
XYN0EY,38,95670,56045,642,109,4,11.9,60,0.1,3,0,1,0,1,681.79,0,0,1,0,1,0,0,1
HCG13R,33,62851,41747,832,68,1,24.88,12,0.55,3,0,0,0,0,280.44,1,0,0,0,1,0,0,1
KHUP29,44,51060,14964,344,220,1,16.57,48,0.1,1,1,0,1,0,216.2,0,0,1,0,1,0,0,0
0KUSG6,30,36749,6971,403,59,1,3.93,60,0.1,1,1,1,0,0,71.61,0,1,0,0,0,1,0,0
MAG4FQ,62,39506,6451,545,507,4,20.62,24,0.1,0,1,0,1,0,108.86,1,0,0,0,1,0,0,0
LT042F,60,26010,29837,839,412,4,4.9,48,0.25,0,1,1,1,0,195.09,1,0,0,0,0,0,1,1
9KN467,23,29808,5000,838,0,1,5.04,24,0.1,1,0,1,1,1,15.2,0,0,0,1,0,0,1,0
5GN3EG,22,25936,7017,529,0,1,8.77,60,0.1,1,1,1,1,0,96.34,0,0,1,0,0,0,1,0
U0PZL4,18,16000,5347,667,0,3,24.18,24,0.18,0,0,0,0,0,40.74,0,0,1,0,0,0,1,0
TJEDJD,40,49543,18506,524,179,3,4.35,24,0.2,1,1,0,0,0,203.56,0,1,0,0,1,0,0,0
LZAX1A,41,29177,14494,727,167,4,11.47,24,0.26,1,0,1,1,0,103.75,0,0,0,1,0,0,1,0
DIYHDE,57,35355,6548,428,262,3,18.25,48,0.1,1,1,0,1,0,125.67,0,0,0,1,1,0,0,0
QR3DQL,40,58051,18606,499,144,1,8.33,48,0.1,2,1,0,1,0,199.01,0,0,1,0,0,0,1,0
FBJ22W,50,45733,25832,602,312,1,10.85,36,0.18,1,0,0,1,0,155.55,0,0,1,0,0,1,0,0
PGAXLG,35,50577,20112,406,94,3,11.93,12,0.41,2,1,0,1,1,285.58,0,0,0,1,1,0,0,1
0RLI1D,46,35632,26653,753,266,1,4.63,12,0.55,0,0,1,0,0,108.18,0,0,0,1,1,0,0,1
ZIAJ88,51,35885,7478,307,283,2,8.28,48,0.1,1,1,1,0,0,95.99,0,0,0,1,1,0,0,0
JC2HFL,33,36096,8785,560,98,2,13.83,60,0.1,1,0,0,1,1,95.14,0,1,0,0,0,1,0,0
6W9UCW,29,41378,27535,748,67,3,10.69,24,0.33,1,1,1,1,1,220.08,1,0,0,0,1,0,0,1
WXO4ER,56,47362,29986,723,295,1,6.92,12,0.55,1,0,0,1,0,143.33,1,0,0,0,1,0,0,1
4J6YKC,43,35171,14954,583,225,2,4.35,24,0.23,0,0,0,1,0,93.74,0,0,1,0,1,0,0,0
VX700Q,34,17290,7411,640,138,4,22.71,12,0.38,0,0,1,1,1,92.09,0,1,0,0,1,0,0,1
8H9VB5,49,31179,12636,516,280,3,4.75,48,0.1,0,0,0,1,0,117.65,1,0,0,0,1,0,0,0
PJSKG0,69,65605,21812,506,363,3,2.71,24,0.18,2,0,1,1,0,205.67,0,0,1,0,0,0,1,1
5O60MZ,48,51863,49163,694,228,2,5.87,12,0.55,1,0,1,1,0,347.91,1,0,0,0,1,0,0,1
GU6R5O,24,23258,12660,736,26,1,13.69,12,0.55,1,1,0,1,0,99.57,0,1,0,0,0,0,1,1
26JFLF,24,21161,5460,654,18,4,10.7,12,0.23,1,1,0,1,0,38.17,1,0,0,0,0,0,1,0
Q90G2G,25,22529,5000,585,81,2,21.28,24,0.12,0,0,1,1,0,49.45,0,0,0,1,0,0,1,0
D8DVH5,36,46907,24796,678,127,1,4.18,12,0.49,2,1,0,0,0,146.19,1,0,0,0,0,1,0,1
UIJ2MK,56,31099,12509,623,372,2,7.3,12,0.4,0,0,0,1,0,79.9,0,1,0,0,1,0,0,1
JHYUF5,19,16000,5671,387,0,3,9.33,48,0.1,0,1,1,0,0,78.33,1,0,0,0,0,0,1,0
Y33FHW,49,54251,51954,668,264,3,8.57,60,0.18,1,1,0,0,0,453.81,0,1,0,0,1,0,0,1
LYGF1O,57,33955,30209,684,319,3,19.75,36,0.31,0,1,0,1,0,406.11,1,0,0,0,0,1,0,1
4EKGO5,46,40879,16755,807,191,3,4.08,24,0.18,1,0,1,0,0,63.05,0,1,0,0,1,0,0,1
MPSIT7,36,36560,33028,597,107,2,17.93,60,0.17,1,1,0,1,0,483.99,0,0,0,1,1,0,0,0
AVF0MD,41,39713,39390,842,230,3,23.07,48,0.27,0,0,0,1,0,289.31,0,0,0,1,1,0,0,1
B2Y43G,18,16000,5000,584,16,2,15.61,12,0.35,0,1,1,1,1,56.67,1,0,0,0,1,0,0,0
ZPBRLA,52,59625,30758,618,267,1,13.94,24,0.24,2,1,1,1,0,307.57,0,0,1,0,0,0,1,1
QO6LJR,37,36756,25874,785,173,4,6.78,36,0.23,0,1,1,1,0,150.33,0,0,0,1,1,0,0,1
LFZLU3,18,20814,5000,495,0,2,24.27,60,0.1,1,0,1,0,0,88.15,0,0,1,0,0,0,1,0
7P1208,23,23125,14359,658,11,4,18.03,48,0.13,1,1,0,0,0,173.06,0,0,0,1,0,0,1,0
1EMLBQ,56,33142,19510,680,352,4,7.55,12,0.55,0,1,0,0,0,168.17,1,0,0,0,0,0,1,1
U4D8KQ,61,29563,8257,504,400,1,8.15,24,0.12,0,1,0,0,0,70.45,0,0,1,0,1,0,0,0
HRYXGN,33,29790,5961,556,60,2,22.93,60,0.1,2,0,1,0,1,86.28,0,0,0,1,1,0,0,0
LG46YQ,33,43717,38598,738,69,1,7.16,48,0.23,2,0,0,1,0,172.43,0,0,1,0,1,0,0,1
3VGDWQ,63,52035,18445,822,448,3,24.8,24,0.19,1,1,1,1,1,132.51,1,0,0,0,1,0,0,1
U4EYCX,25,29547,7109,673,41,3,13.39,24,0.12,1,0,1,1,0,50.97,1,0,0,0,0,0,1,0
WD89B4,67,43683,17153,695,539,3,10.93,12,0.45,0,1,0,0,0,141.75,1,0,0,0,1,0,0,1
